;HeiligenLexikonID;WikidataID;SaintName;ShouldMatch
178;d3e364148Heiligenlexikon-1858;Q2182041;Heltradus;1
179;d3e564979Heiligenlexikon-1858;Q720016;Livinus;1
180;d3e204983Heiligenlexikon-1858;Q20732908;Docmael;1
181;d3e254551Heiligenlexikon-1858;Q1381684;Evellius;1
182;d5e298056Heiligenlexikon-1858;Q2331648;Silvius;1
183;d3e166883Heiligenlexikon-1858;Q236326;Columkill;1
184;d3e68991Heiligenlexikon-1858;Q4782127;Apronia;1
185;d3e302716Heiligenlexikon-1858;Q160882;Gajus;1
186;d5e144076Heiligenlexikon-1858;Q379685;Odorus;1
187;d3e39035Heiligenlexikon-1858;Q1520143;Amantius;1
188;d3e45971Heiligenlexikon-1858;Q16010408;Anatolius;1
189;d3e218479Heiligenlexikon-1858;Q291529;Eanfleda;1
190;d3e80Heiligenlexikon-1858;Q2501319;Aaron;1
191;d3e260889Heiligenlexikon-1858;Q3067472;Faustinus;1
192;d3e500167Heiligenlexikon-1858;Q2182901;Julianus;1
193;d3e236109Heiligenlexikon-1858;Q1355954;Erminoldus;1
194;d3e214806Heiligenlexikon-1858;Q1277345;Dorotheus;1
195;d3e396531Heiligenlexikon-1858;Q1632445;Hrosnata;1
196;d3e194786Heiligenlexikon-1858;Q2603310;Deodatus;1
197;d3e167125Heiligenlexikon-1858;Q1282428;Comgallus;1
198;d5e154192Heiligenlexikon-1858;Q715209;Palladius;1
199;d5e170166Heiligenlexikon-1858;Q1379816;Paulus;1
200;d5e322902Heiligenlexikon-1858;Q437084;Terentianus;1
201;d5e226495Heiligenlexikon-1858;Q7272232;Quinidius;1
202;d5e200429Heiligenlexikon-1858;Q984169;Photinus;1
203;d3e499082Heiligenlexikon-1858;Q241423;Juliana;1
204;d3e162291Heiligenlexikon-1858;Q80450;Cletus;1
205;d3e181425Heiligenlexikon-1858;Q5196821;Cuthburga;1
206;d3e219362Heiligenlexikon-1858;Q316643;Ebregisus;1
207;d3e233258Heiligenlexikon-1858;Q15839294;Epipodius;1
208;d3e155118Heiligenlexikon-1858;Q774567;Chromatius;1
209;d3e73886Heiligenlexikon-1858;Q654678;Arialdus;1
210;d3e560112Heiligenlexikon-1858;Q315166;Liborius Wagner;1
211;d5e354545Heiligenlexikon-1858;Q4002438;Ubaldesca;1
212;d3e460461Heiligenlexikon-1858;Q640594;Johannes Dominici;1
213;d5e244906Heiligenlexikon-1858;Q298664;Robertus Bellarminus;1
214;d3e162226Heiligenlexikon-1858;Q110474657;Clerus;1
215;d5e285417Heiligenlexikon-1858;Q861803;Serapion;1
216;d3e539064Heiligenlexikon-1858;Q3218578;Laudo;1
217;d3e256608Heiligenlexikon-1858;Q1845849;Exuperius;1
218;d3e143442Heiligenlexikon-1858;Q436542;Castricianus;1
219;d3e349452Heiligenlexikon-1858;Q24952421;Guinochus;1
220;d3e3738Heiligenlexikon-1858;Q338268;Acca;1
221;d5e333364Heiligenlexikon-1858;Q9356894;Theodosia;1
222;d5e369406Heiligenlexikon-1858;Q3949268;Veridiana;1
223;d5e212595Heiligenlexikon-1858;Q3921798;Primianus;1
224;d3e87189Heiligenlexikon-1858;Q2177432;Aurelianus;1
225;d5e306347Heiligenlexikon-1858;Q317773;Sophronius;1
226;d5e239810Heiligenlexikon-1858;Q451820;Reparata;1
227;d5e332255Heiligenlexikon-1858;Q37599;Theodorus;1
228;d3e20426Heiligenlexikon-1858;Q210096;Agnes;1
229;d5e23022Heiligenlexikon-1858;Q1893302;Marcellinus;1
230;d5e286251Heiligenlexikon-1858;Q3010217;Serenicus;1
231;d3e91687Heiligenlexikon-1858;Q797915;Babylas;1
232;d3e168902Heiligenlexikon-1858;Q1282428;Congallus;1
233;d3e222067Heiligenlexikon-1858;Q515156;Egwinns;1
234;d3e314987Heiligenlexikon-1858;Q116497676;Gerardus;1
235;d3e66049Heiligenlexikon-1858;Q3394405;Apollinaris Syncletica;1
236;d5e58121Heiligenlexikon-1858;Q726934;Martialis;1
237;d3e91621Heiligenlexikon-1858;Q2877934;Babolenus;1
238;d3e309607Heiligenlexikon-1858;Q983066;Geminianus;1
239;d5e195138Heiligenlexikon-1858;Q709209;Philemon;1
240;d3e139459Heiligenlexikon-1858;Q454063;Carolus Blesensis;1
241;d5e327299Heiligenlexikon-1858;Q2210029;Theobaldus;1
242;d3e318005Heiligenlexikon-1858;Q2513383;Gerlacus;1
243;d5e362448Heiligenlexikon-1858;Q192151;Valentinus;1
244;d3e540123Heiligenlexikon-1858;Q203814;Laurentius Justinianus;1
245;d5e392751Heiligenlexikon-1858;Q1373694;Wandregisilus;1
246;d3e173261Heiligenlexikon-1858;Q2381253;Corentinus;1
247;d3e104174Heiligenlexikon-1858;Q324548;Beatus;1
248;d5e52930Heiligenlexikon-1858;Q543320;Marina;1
249;d3e350103Heiligenlexikon-1858;Q3110453;Gumbertus;1
250;d3e415917Heiligenlexikon-1858;Q264096;Irene;1
251;d3e521098Heiligenlexikon-1858;Q4219305;Kenan;1
252;d3e14185Heiligenlexikon-1858;Q1115957;Aemilianus;1
253;d5e405746Heiligenlexikon-1858;Q189776;Zeno;1
254;d5e198481Heiligenlexikon-1858;Q508571;Philippus;1
255;d5e23452Heiligenlexikon-1858;Q6756480;Marcellinus;1
256;d5e347109Heiligenlexikon-1858;Q212647;Timotheus;1
257;d3e67797Heiligenlexikon-1858;Q3620723;Apollonius;1
258;d3e85351Heiligenlexikon-1858;Q8018;Augustinus;1
259;d3e482392Heiligenlexikon-1858;Q328804;Johannes I;1
260;d3e67855Heiligenlexikon-1858;Q3620723;Apollonius;1
261;d5e116280Heiligenlexikon-1858;Q637267;Mustiola;1
262;d3e390675Heiligenlexikon-1858;Q207113;Hippolytus;1
263;d5e32763Heiligenlexikon-1858;Q132797;Marcus;1
264;d5e269602Heiligenlexikon-1858;Q2245450;Satirus;1
265;d5e92477Heiligenlexikon-1858;Q3333230;Menelaus;1
266;d3e27897Heiligenlexikon-1858;Q2836789;Alda;1
267;d5e360489Heiligenlexikon-1858;Q368032;Utto;1
268;d3e157334Heiligenlexikon-1858;Q3483508;Clara;1
269;d3e265117Heiligenlexikon-1858;Q3742239;Felix;1
270;d3e5002Heiligenlexikon-1858;Q3561124;Acisclus;1
271;d3e149681Heiligenlexikon-1858;Q2758802;Cernathus;1
272;d5e90279Heiligenlexikon-1858;Q359945;Meliton;1
273;d3e318232Heiligenlexikon-1858;Q116497686;Germana;1
274;d5e75698Heiligenlexikon-1858;Q638685;Maurus;1
275;d3e60007Heiligenlexikon-1858;Q170547;Antonius Magnus;1
276;d5e190265Heiligenlexikon-1858;Q33923;Petrus;1
277;d3e203116Heiligenlexikon-1858;Q244380;Dionysius;1
278;d3e818Heiligenlexikon-1858;Q307724;Abdas;1
279;d5e111652Heiligenlexikon-1858;Q3322441;Montanus;1
280;d3e138050Heiligenlexikon-1858;Q2758802;Carentocus;1
281;d3e21917Heiligenlexikon-1858;Q11904319;Agrippanus;1
282;d3e36940Heiligenlexikon-1858;Q324729;Alto;1
283;d3e66408Heiligenlexikon-1858;Q4780247;Apollinaris;1
284;d3e295271Heiligenlexikon-1858;Q736229;Fridolinus;1
285;d5e322175Heiligenlexikon-1858;Q1115667;Telemachus;1
286;d5e205147Heiligenlexikon-1858;Q3906911;Podius;1
287;d3e204276Heiligenlexikon-1858;Q19947407;Disciola;1
288;d5e257580Heiligenlexikon-1858;Q720085;Rufus;1
289;d3e397528Heiligenlexikon-1858;Q540099;Hugo;1
290;d3e451192Heiligenlexikon-1858;Q470597;Johannes de Matha;1
291;d5e273582Heiligenlexikon-1858;Q512156;Saturninus;1
292;d3e476681Heiligenlexikon-1858;Q441714;Johannes Eudes;1
293;d3e552448Heiligenlexikon-1858;Q6526776;Leontius;1
294;d5e240637Heiligenlexikon-1858;Q112605398;Restitutus;1
295;d3e399961Heiligenlexikon-1858;Q1636776;Humbelina;1
296;d3e413478Heiligenlexikon-1858;Q1664137;Innocentia;1
297;d3e232768Heiligenlexikon-1858;Q8272966;Epimachus;1
298;d5e25387Heiligenlexikon-1858;Q714835;Marcellus;1
299;d3e256687Heiligenlexikon-1858;Q1232795;Exuperius;1
300;d3e394525Heiligenlexikon-1858;Q3140193;Honorina;1
301;d3e575601Heiligenlexikon-1858;Q1873459;Lucina;1
302;d3e185732Heiligenlexikon-1858;Q16188667;Cyrus;1
303;d3e521871Heiligenlexikon-1858;Q545175;Kentigernus;1
304;d5e262907Heiligenlexikon-1858;Q3460530;Sabinus;1
305;d3e168553Heiligenlexikon-1858;Q1124235;Concordius;1
306;d3e548345Heiligenlexikon-1858;Q782770;Leobinus;1
307;d3e393070Heiligenlexikon-1858;Q3882764;Honoratus;1
308;d3e579132Heiligenlexikon-1858;Q118087;Ludmilla;1
309;d3e395475Heiligenlexikon-1858;Q160931;Hormisdas;1
310;d5e29182Heiligenlexikon-1858;Q3295693;Marcius;1
311;d3e227297Heiligenlexikon-1858;Q680538;Eliud;1
312;d5e175991Heiligenlexikon-1858;Q7167812;Peregrinus;1
313;d3e129229Heiligenlexikon-1858;Q80513;Caecilia;1
314;d3e331393Heiligenlexikon-1858;Q15304031;Gordianus;1
315;d5e398958Heiligenlexikon-1858;Q1268108;Wiro;1
316;d3e540508Heiligenlexikon-1858;Q347940;Laurentius;1
317;d3e396125Heiligenlexikon-1858;Q285693;Hosius;1
318;d3e117100Heiligenlexikon-1858;Q1992366;Bertrannus;1
319;d3e225795Heiligenlexikon-1858;Q159862;Elisabeth;1
320;d5e368748Heiligenlexikon-1858;Q2356843;Veranus;1
321;d5e163397Heiligenlexikon-1858;Q324018;Patroclus;1
322;d5e72078Heiligenlexikon-1858;Q15116552;Maurinus;1
323;d5e78270Heiligenlexikon-1858;Q3851104;Maximianus;1
324;d3e298391Heiligenlexikon-1858;Q18921026;Fuscianus;1
325;d5e362429Heiligenlexikon-1858;Q192151;Valentinus;1
326;d3e361070Heiligenlexikon-1858;Q2182041;Heldradus;1
327;d5e317636Heiligenlexikon-1858;Q453710;Symphorosa;1
328;d5e201279Heiligenlexikon-1858;Q2335606;Pierius Presb;1
329;d5e211393Heiligenlexikon-1858;Q3402876;Praejectus;1
330;d3e281019Heiligenlexikon-1858;Q327304;Florinus;1
331;d3e310328Heiligenlexikon-1858;Q113360722;Gendulfus;1
332;d5e273539Heiligenlexikon-1858;Q512156;Saturninus;1
333;d3e2633Heiligenlexikon-1858;Q4055106;Abrunculus;1
334;d3e264656Heiligenlexikon-1858;Q299832;Felicula;1
335;d3e102465Heiligenlexikon-1858;Q237750;Bathildis;1
336;d5e350678Heiligenlexikon-1858;Q4463006;Triduana;1
337;d5e15801Heiligenlexikon-1858;Q468195;Malo;1
338;d5e103810Heiligenlexikon-1858;Q2060854;Mitrius;1
339;d5e51514Heiligenlexikon-1858;Q455299;Mariana a Jesu;1
340;d3e185349Heiligenlexikon-1858;Q30691241;Cyrinus;1
341;d5e394879Heiligenlexikon-1858;Q564909;Wigbertus;1
342;d3e316832Heiligenlexikon-1858;Q1358575;Gerasimus;1
343;d3e85913Heiligenlexikon-1858;Q385253;Augustinus Novellus;1
344;d3e202381Heiligenlexikon-1858;Q3708520;Dionysius;1
345;d3e574997Heiligenlexikon-1858;Q715214;Lucifer;1
346;d5e123776Heiligenlexikon-1858;Q3336115;Narnus;1
347;d3e182936Heiligenlexikon-1858;Q5200605;Cyriaca;1
348;d3e586963Heiligenlexikon-1858;Q1877602;Lupicinus;1
349;d3e181894Heiligenlexikon-1858;Q190240;Cyprianus;1
350;d3e353398Heiligenlexikon-1858;Q56187710;Guthagonus;1
351;d3e87642Heiligenlexikon-1858;Q8018;Aurelius Augustinus;1
352;d3e544344Heiligenlexikon-1858;Q273987;Lea;1
353;d5e6129Heiligenlexikon-1858;Q181928;Madelberta;1
354;d3e78494Heiligenlexikon-1858;Q956592;Artemius;1
355;d3e120610Heiligenlexikon-1858;Q4107838;Bogumilus;1
356;d3e176367Heiligenlexikon-1858;Q691627;Crescentianus;1
357;d3e25020Heiligenlexikon-1858;Q1340790;Albericus;1
358;d3e397063Heiligenlexikon-1858;Q159834;Hucbertus;1
359;d3e326296Heiligenlexikon-1858;Q112691936;Glycerius;1
360;d5e232855Heiligenlexikon-1858;Q1383532;Rainerius;1
361;d3e172645Heiligenlexikon-1858;Q1129276;Convoio;1
362;d5e3774Heiligenlexikon-1858;Q2069309;Macharius;1
363;d3e454869Heiligenlexikon-1858;Q707172;Johannes Gualbertus;1
364;d3e17839Heiligenlexikon-1858;Q3982149;Agathius;1
365;d3e272769Heiligenlexikon-1858;Q603655;Fidelis;1
366;d3e363080Heiligenlexikon-1858;Q2697454;Heliodorus;1
367;d3e245342Heiligenlexikon-1858;Q1374220;Euprepus;1
368;d3e79225Heiligenlexikon-1858;Q4803797;Ascelina;1
369;d3e142086Heiligenlexikon-1858;Q473131;Cassianus;1
370;d3e92948Heiligenlexikon-1858;Q1272204;Baldredus;1
371;d3e312271Heiligenlexikon-1858;Q3100827;Gentius;1
372;d5e159944Heiligenlexikon-1858;Q2055410;Paschasia;1
373;d3e366446Heiligenlexikon-1858;Q103556;Henricus;1
374;d3e88670Heiligenlexikon-1858;Q3046005;Austregisilus;1
375;d5e288213Heiligenlexikon-1858;Q558261;Servatius;1
376;d5e366920Heiligenlexikon-1858;Q4210004;Venantius;1
377;d3e100554Heiligenlexikon-1858;Q1136050;Basilius;1
378;d3e327219Heiligenlexikon-1858;Q1539557;Godefridus;1
379;d3e79161Heiligenlexikon-1858;Q44024;Asasius;1
380;d3e77516Heiligenlexikon-1858;Q704093;Arsacius;1
381;d3e111759Heiligenlexikon-1858;Q2381536;Bernacus;1
382;d3e538138Heiligenlexikon-1858;Q3066480;Lasreanus;1
383;d5e60964Heiligenlexikon-1858;Q3295693;Martinus;1
384;d3e155899Heiligenlexikon-1858;Q43706;Chrysostomus Johannes;1
385;d3e103820Heiligenlexikon-1858;Q19202889;Beatrix;1
386;d5e265246Heiligenlexikon-1858;Q3079827;Salon;1
387;d3e414096Heiligenlexikon-1858;Q1399271;Innocentius;1
388;d3e95916Heiligenlexikon-1858;Q185856;Barnabas;1
389;d3e196182Heiligenlexikon-1858;Q170550;Deusdedit;1
390;d3e15030Heiligenlexikon-1858;Q17284918;Aetherius;1
391;d5e322056Heiligenlexikon-1858;Q1987319;Tegulus;1
392;d5e385355Heiligenlexikon-1858;Q199612;Vitalianus;1
393;d5e262499Heiligenlexikon-1858;Q3474573;Sabinianus;1
394;d5e31246Heiligenlexikon-1858;Q132797;Marcus;1
395;d5e70615Heiligenlexikon-1858;Q2658305;Maturinus;1
396;d3e84482Heiligenlexikon-1858;Q2870589;Audebertus;1
397;d3e456689Heiligenlexikon-1858;Q310359;Johannes Capistranus;1
398;d3e552860Heiligenlexikon-1858;Q3271640;Leontius;1
399;d5e218319Heiligenlexikon-1858;Q430497;Proculus;1
400;d3e396682Heiligenlexikon-1858;Q159834;Hubertus;1
401;d3e190119Heiligenlexikon-1858;Q3016039;Darerca;1
402;d5e361286Heiligenlexikon-1858;Q4850395; Valdericus;1
403;d3e125241Heiligenlexikon-1858;Q80979;Brigida;1
404;d5e175292Heiligenlexikon-1858;Q3898895;Pelinus;1
405;d3e214858Heiligenlexikon-1858;Q1277345;Dorotheus;1
406;d3e337671Heiligenlexikon-1858;Q42827;Gregorius;1
407;d5e383439Heiligenlexikon-1858;Q318974;Vincentius;1
408;d3e364898Heiligenlexikon-1858;Q103556;Henricus;1
409;d3e524496Heiligenlexikon-1858;Q181738;Killenus;1
410;d5e138256Heiligenlexikon-1858;Q181440;Nonnosus;1
411;d5e348079Heiligenlexikon-1858;Q96313696;Timotheus;1
412;d3e159363Heiligenlexikon-1858;Q1098296;Claudius Apollinaris;1
413;d3e7874Heiligenlexikon-1858;Q266756;Adela;1
414;d3e410435Heiligenlexikon-1858;Q2639031;Iltutus;1
