;HeiligenLexikonID;GoldWikidataID;SystemMatch;SystemMatchLanguage;SystemMatchSimilarity
125;d3e406698Heiligenlexikon-1858;Q427221;Q4153586;ru;0.9177869558334351
126;d3e560471Heiligenlexikon-1858;;Q11915692;ca;0.900361955165863
127;d3e73419Heiligenlexikon-1858;;Q4153586;ru;0.9094936847686768
128;d3e325562Heiligenlexikon-1858;;Q4153586;ru;0.9369279742240906
129;d3e334855Heiligenlexikon-1858;Q1545017;Q28665743;ru;0.9169031977653503
130;d5e340517Heiligenlexikon-1858;;Q4153586;ru;0.9302595853805542
131;d5e158667Heiligenlexikon-1858;;Q4153586;ru;0.9215977191925049
132;d3e411900Heiligenlexikon-1858;;Q4153586;ru;0.9366379380226135
133;d5e9871Heiligenlexikon-1858;Q22582489;Q28664278;ru;0.9597184658050537
134;d3e404070Heiligenlexikon-1858;Q207113;Q403258;ru;0.8183889389038086
135;d3e295888Heiligenlexikon-1858;;Q4282640;ru;0.9171416163444519
136;d3e82903Heiligenlexikon-1858;;Q3526591;ru;0.8809903860092163
137;d3e256208Heiligenlexikon-1858;;Q3560032;ru;0.8800531029701233
138;d3e55012Heiligenlexikon-1858;;Q4153586;ru;0.8824790120124817
139;d3e132316Heiligenlexikon-1858;;Q4153586;ru;0.8870790004730225
140;d5e178304Heiligenlexikon-1858;;Q16662692;ru;0.8994921445846558
141;d3e10697Heiligenlexikon-1858;Q239674;Q11767925;ru;0.9153009653091431
142;d3e68031Heiligenlexikon-1858;;Q12151074;ru;0.895266056060791
143;d3e227775Heiligenlexikon-1858;Q41476256;Q44155165;ru;0.8948385119438171
144;d3e587568Heiligenlexikon-1858;Q616354;Q11767925;ru;0.9210075736045837
145;d5e364492Heiligenlexikon-1858;;Q3103660;ru;0.9101981520652771
146;d3e296935Heiligenlexikon-1858;;Q4153586;ru;0.9474397301673889
147;d3e537925Heiligenlexikon-1858;;Q16662692;ru;0.9254418015480042
148;d3e80949Heiligenlexikon-1858;Q749500;Q3526591;ru;0.8315730094909668
149;d3e312690Heiligenlexikon-1858;;Q28498114;ru;0.937301516532898
150;d3e155553Heiligenlexikon-1858;Q15217501;Q4153586;ru;0.9421226382255554
151;d3e57442Heiligenlexikon-1858;Q441644;Q4153586;ru;0.8910434246063232
152;d3e163573Heiligenlexikon-1858;;Q4153586;ru;0.8946923613548279
153;d5e315434Heiligenlexikon-1858;;Q11915692;ca;0.8845117092132568
154;d5e142877Heiligenlexikon-1858;Q269867;Q3876580;it;0.9344670176506042
155;d3e145120Heiligenlexikon-1858;Q256455;Q28664278;ru;0.9145437479019165
156;d5e353903Heiligenlexikon-1858;;Q4153586;ru;0.927919328212738
157;d5e370422Heiligenlexikon-1858;;Q4153586;ru;0.9301705360412598
158;d5e335866Heiligenlexikon-1858;;Q4153586;ru;0.9257265329360962
159;d3e207824Heiligenlexikon-1858;Q292219;Q3526591;ru;0.8923291563987732
160;d3e50525Heiligenlexikon-1858;;Q4153586;ru;0.8930326104164124
161;d3e544882Heiligenlexikon-1858;Q442235;Q3526591;ru;0.9271153211593628
162;d3e124854Heiligenlexikon-1858;;Q3576498;fr;0.8651736974716187
163;d5e370522Heiligenlexikon-1858;;Q21101798;ru;0.9251681566238403
164;d3e205654Heiligenlexikon-1858;;Q4153586;ru;0.8957945108413696
165;d5e211651Heiligenlexikon-1858;;Q4153586;ru;0.9161408543586731
166;d5e163437Heiligenlexikon-1858;;Q3526591;ru;0.8967612385749817
167;d5e149289Heiligenlexikon-1858;;Q4153586;ru;0.9215806722640991
168;d5e282212Heiligenlexikon-1858;Q3821735;Q4153586;ru;0.8993507623672485
169;d3e167067Heiligenlexikon-1858;;Q4153586;ru;0.9125847816467285
170;d3e416320Heiligenlexikon-1858;;Q4153586;ru;0.9032255411148071
171;d3e237643Heiligenlexikon-1858;;Q4153586;ru;0.91576087474823
172;d3e218030Heiligenlexikon-1858;;Q4153586;ru;0.9386675357818604
173;d3e151981Heiligenlexikon-1858;;Q4153586;ru;0.8914703726768494
174;d3e584766Heiligenlexikon-1858;;Q4153586;ru;0.9287309050559998
175;d5e232032Heiligenlexikon-1858;;Q4282640;ru;0.9464334845542908
176;d3e222240Heiligenlexikon-1858;Q831068;Q7916763;ru;0.9391599297523499
177;d5e270057Heiligenlexikon-1858;;Q16662692;ru;0.9000667333602905
178;d3e134445Heiligenlexikon-1858;;Q2512103;es;0.8366276621818542
179;d3e586010Heiligenlexikon-1858;;Q4153586;ru;0.8950830698013306
180;d3e125922Heiligenlexikon-1858;Q2515964;Q4153586;ru;0.9224298000335693
181;d5e140554Heiligenlexikon-1858;;Q4153586;ru;0.9269161820411682
182;d3e80501Heiligenlexikon-1858;;Q3526591;ru;0.9395957589149475
183;d5e10578Heiligenlexikon-1858;Q3277068;Q4153586;ru;0.9369336366653442
184;d3e137252Heiligenlexikon-1858;;Q11915692;ca;0.9062362909317017
185;d3e411717Heiligenlexikon-1858;;Q4153586;ru;0.9201602339744568
186;d5e284806Heiligenlexikon-1858;;Q28665749;ru;0.9086246490478516
187;d5e78411Heiligenlexikon-1858;;Q4153586;ru;0.9339361786842346
188;d3e319866Heiligenlexikon-1858;;Q3560032;ru;0.8962469100952148
189;d5e237097Heiligenlexikon-1858;;Q4153586;ru;0.9100554585456848
190;d5e270172Heiligenlexikon-1858;;Q16662692;ru;0.8843561410903931
191;d3e497870Heiligenlexikon-1858;;Q28665749;ru;0.8944689035415649
192;d3e170744Heiligenlexikon-1858;;Q9374468;pl;0.9408901333808899
193;d5e268500Heiligenlexikon-1858;;Q4153586;ru;0.9423972368240356
194;d5e247368Heiligenlexikon-1858;;Q3526591;ru;0.9222028255462646
195;d5e264734Heiligenlexikon-1858;Q233067;Q11714650;pl;0.9369754195213318
196;d5e376340Heiligenlexikon-1858;Q447384;Q3103660;ru;0.947654128074646
197;d5e276071Heiligenlexikon-1858;Q231300;Q28665743;ru;0.9546525478363037
198;d3e262749Heiligenlexikon-1858;;Q3526591;ru;0.8970608115196228
199;d3e253419Heiligenlexikon-1858;Q58701;Q4153586;ru;0.8936954140663147
